测量序号,通道1值(um),通道2值(um),通道3值(um),计算直径(mm)
637,1387.19,2004.81,1437.07,17.5999
638,1387.48,2004.61,1436.9,17.5999
639,1386.59,2004.55,1436.93,17.6005
640,1386.09,2004.68,1436.57,17.601
641,1386.61,2004.92,1436.35,17.6007
642,1386.15,2004.97,1436.58,17.6008
643,1385.91,2004.98,1436.76,17.6008
644,1386.72,2004.89,1436.53,17.6005
645,1386.5,2004.78,1436.41,17.6008
646,1386.56,2004.77,1436.71,17.6006
647,1387.1,2004.68,1437.15,17.6
648,1386.51,2004.8,1436.87,17.6005
649,1386.51,2004.86,1436.57,17.6006
650,1386.67,2004.73,1436.96,17.6003
651,1386.28,2004.77,1436.37,17.601
652,1386.21,2004.84,1436.26,17.6011
653,1386.45,2004.51,1436.68,17.6008
654,1386.4,2004.48,1436.07,17.6013
655,1386.46,2004.74,1436.06,17.6011
656,1386.48,2004.75,1436.31,17.6009
657,1385.99,2004.68,1436.6,17.6011
658,1385.94,2004.81,1436.46,17.6011
659,1386.42,2004.97,1436.35,17.6008
660,1386.33,2005.01,1436.51,17.6007
661,1385.94,2004.91,1436.45,17.6011
662,1386.29,2004.74,1436.48,17.6009
663,1386.44,2004.71,1436.32,17.6009
664,1386.66,2004.74,1436.49,17.6007
665,1386.85,2004.81,1436.6,17.6004
666,1386.49,2004.57,1436.25,17.601
667,1386.59,2004.52,1436.1,17.6011
668,1387.1,2004.78,1436.21,17.6005
669,1386.97,2004.79,1436.14,17.6007
670,1386.13,2004.77,1436.12,17.6013
671,1385.62,2004.8,1436.55,17.6013
672,1385.96,2004.82,1436.52,17.6011
673,1386.21,2004.76,1436.48,17.601
674,1386.27,2004.76,1436.73,17.6008
675,1386.34,2004.71,1436.84,17.6007
676,1386.63,2004.63,1436.53,17.6007
677,1386.91,2004.76,1436.5,17.6005
678,1386.36,2004.86,1436.77,17.6006
679,1385.82,2004.87,1436.5,17.6011
680,1386.35,2004.85,1436.33,17.6009
681,1386.66,2004.9,1436.43,17.6006
682,1386.59,2004.9,1436.58,17.6006
683,1386.7,2004.7,1436.43,17.6007
684,1385.82,2004.67,1436.19,17.6015
685,1385.32,2004.93,1436.28,17.6016
686,1385.66,2004.87,1436.43,17.6013
687,1386.33,2004.83,1436.03,17.6011
688,1386.28,2005.01,1436.02,17.6011
689,1386.37,2004.91,1436.01,17.6011
690,1386.77,2004.83,1436.55,17.6005
691,1386.33,2004.88,1436.93,17.6005
692,1386.43,2004.83,1436.55,17.6007
693,1386.82,2004.68,1436.68,17.6005
694,1386.64,2004.59,1436.54,17.6007
695,1386.47,2004.5,1436.32,17.6011
696,1386.17,2004.5,1436.64,17.601
697,1386.04,2004.65,1437.12,17.6007
698,1385.81,2004.76,1436.86,17.601
699,1385.66,2004.79,1436.46,17.6013
700,1386.04,2004.85,1437.01,17.6007
701,1386.28,2004.86,1437,17.6005
702,1385.76,2004.84,1436.43,17.6013
703,1385.55,2004.75,1435.92,17.6018
704,1386.06,2004.58,1436.07,17.6015
705,1386.04,2004.59,1436.72,17.601
706,1386.23,2004.77,1436.47,17.601
707,1386.66,2004.84,1436.01,17.6009
708,1386.51,2004.9,1436.42,17.6007
709,1386.12,2004.88,1436.84,17.6007
710,1386.27,2004.76,1436.77,17.6007
711,1386.33,2004.71,1436.64,17.6008
712,1385.99,2004.83,1436.6,17.601
713,1385.87,2004.84,1436.6,17.6011
714,1385.86,2004.75,1436.32,17.6013
715,1386.15,2004.73,1436.49,17.601
716,1385.81,2004.73,1436.5,17.6012
717,1385.55,2004.76,1436.36,17.6015
718,1386.5,2004.77,1436.74,17.6006
719,1386.61,2004.88,1436.46,17.6006
720,1386.31,2004.84,1436.03,17.6012
721,1386.5,2004.78,1436.17,17.601
722,1386.03,2004.74,1436.3,17.6012
723,1385.36,2004.77,1436.19,17.6017
724,1386.09,2004.94,1436.11,17.6012
725,1386.82,2004.89,1436.46,17.6005
726,1386.05,2004.69,1436.73,17.601
727,1385.89,2004.71,1436.81,17.601
728,1386.62,2004.8,1436.99,17.6003
729,1386.35,2004.81,1436.73,17.6007
730,1386.23,2004.72,1436.29,17.6011
731,1386.54,2004.64,1436.52,17.6008
732,1386.19,2004.66,1436.69,17.6009
733,1385.62,2004.65,1436.58,17.6014
734,1386.33,2004.66,1436.38,17.601
735,1386.93,2004.66,1436.56,17.6005
736,1386.22,2004.8,1436.32,17.601
737,1386.01,2004.72,1435.86,17.6016
738,1386.16,2004.58,1435.89,17.6015
739,1386.33,2004.77,1436.02,17.6012
740,1386.33,2004.7,1436.16,17.6011
741,1386.37,2004.72,1436.58,17.6008
742,1386.6,2004.9,1437.29,17.6001
743,1386.73,2004.76,1437.23,17.6001
744,1386.85,2004.61,1437.05,17.6002
745,1386.6,2004.72,1437.4,17.6001
746,1387.21,2004.75,1436.8,17.6001
747,1387.39,2004.74,1436.35,17.6003
748,1386.34,2004.83,1436.83,17.6006
749,1386.22,2004.83,1436.86,17.6007
750,1386.53,2004.76,1436.95,17.6004
751,1386.82,2004.63,1436.86,17.6004
752,1386.87,2004.63,1436.39,17.6007
753,1386.42,2004.65,1436.44,17.6009
754,1386.33,2004.71,1436.71,17.6008
755,1386.57,2004.92,1436.6,17.6005
756,1386.41,2005.08,1436.49,17.6006
757,1386.61,2004.92,1436.32,17.6007
758,1387.12,2004.83,1435.87,17.6007
759,1386.13,2004.7,1436.11,17.6013
760,1386.12,2004.74,1436.4,17.6011
761,1386.62,2004.97,1436.11,17.6008
762,1386.23,2004.81,1435.97,17.6013
763,1386.67,2004.6,1436.12,17.601
764,1386.82,2004.6,1436.15,17.6009
765,1386.63,2004.7,1436.25,17.6009
766,1386.41,2004.83,1436.59,17.6007
767,1386.51,2004.82,1436.17,17.6009
768,1386.23,2004.89,1436.29,17.601
769,1385.45,2005.05,1436.33,17.6014
770,1385.62,2004.86,1435.93,17.6017
771,1386.22,2004.97,1436.26,17.601
772,1386.49,2004.95,1436.56,17.6006
773,1386.45,2004.69,1436.1,17.6011
774,1386.13,2004.83,1435.71,17.6015
775,1385.73,2005,1436,17.6015
776,1384.91,2004.82,1435.94,17.6022
777,1385.54,2004.6,1435.51,17.6022
778,1386.08,2004.8,1435.43,17.6017
779,1385.39,2004.92,1435.95,17.6018
780,1385.62,2004.75,1435.91,17.6018
781,1385.9,2004.74,1436.24,17.6014
782,1385.59,2004.9,1436.92,17.601
783,1385.29,2004.77,1436.28,17.6017
784,1385.59,2004.57,1435.86,17.6019
785,1385.85,2004.78,1436.3,17.6013
786,1386.17,2004.86,1436.55,17.6009
787,1386.38,2004.68,1436.26,17.601
788,1386.15,2004.69,1435.96,17.6014
789,1385.95,2004.86,1436,17.6014
790,1385.51,2004.89,1435.94,17.6017
791,1385.78,2004.83,1435.93,17.6016
792,1386.06,2004.89,1435.95,17.6013
793,1386.41,2004.94,1436.23,17.6009
794,1386.86,2004.89,1436.02,17.6007
795,1386.09,2004.81,1435.71,17.6015
796,1386.07,2004.7,1436.18,17.6013
797,1386.51,2004.72,1436.29,17.6009
798,1385.93,2004.85,1436.36,17.6012
799,1385.9,2004.81,1436.09,17.6014
800,1386.02,2004.78,1436.41,17.6011
801,1386.3,2004.79,1436.9,17.6006
802,1386.74,2004.97,1436.54,17.6004
803,1386.47,2004.89,1436.35,17.6008
804,1386.24,2004.74,1436.01,17.6013
805,1385.77,2004.94,1436.36,17.6012
806,1386.35,2004.83,1436.74,17.6006
807,1386.54,2004.68,1436.55,17.6007
808,1386.11,2004.91,1437.14,17.6005
809,1386.52,2004.94,1437.52,17.5999
810,1387.08,2004.83,1437.26,17.5998
811,1388.09,2004.79,1437.12,17.5992
812,1387.52,2004.81,1436.98,17.5997
813,1386.61,2004.77,1437.09,17.6003
814,1387.05,2004.73,1437.55,17.5997
815,1387.19,2004.8,1437.49,17.5996
816,1387.04,2004.88,1437.72,17.5995
817,1386.43,2004.86,1438.17,17.5996
818,1386.33,2004.76,1437.67,17.6001
819,1386.5,2004.85,1437.25,17.6002
820,1386.09,2004.65,1437.31,17.6006
821,1386.02,2004.54,1437.64,17.6004
822,1386.86,2004.64,1437.42,17.6
823,1387.35,2004.71,1436.91,17.5999
824,1387.7,2004.81,1437.44,17.5993
825,1387.91,2004.86,1437.64,17.599
826,1387.95,2004.96,1437.49,17.599
827,1387.58,2004.93,1437.63,17.5991
828,1386.88,2004.75,1437.75,17.5997
829,1386.78,2004.51,1437.86,17.5998
830,1387.01,2004.76,1438.06,17.5993
831,1386.9,2004.92,1437.9,17.5994
832,1387.17,2004.57,1437.73,17.5996
833,1386.93,2004.65,1437.33,17.6
834,1386.71,2004.91,1436.61,17.6004
835,1387.5,2004.84,1437.16,17.5996
836,1387.37,2004.71,1437.66,17.5994
837,1387.59,2004.59,1437.14,17.5997
838,1387.9,2004.57,1437.02,17.5996
839,1387.16,2004.69,1437.32,17.5998
840,1386.33,2004.92,1437.61,17.6
841,1386.58,2004.96,1437.77,17.5997
842,1386.49,2004.63,1437.98,17.5998
843,1385.97,2004.53,1437.65,17.6005
844,1386.53,2004.82,1437.33,17.6001
845,1386.42,2004.94,1437.3,17.6001
846,1386.14,2004.84,1437.17,17.6005
847,1387,2004.82,1437.22,17.5999
848,1387.48,2004.84,1436.91,17.5998
849,1387.34,2004.84,1437.06,17.5997
850,1387.12,2004.77,1437.37,17.5997
851,1386.98,2004.53,1436.98,17.6002
852,1387.58,2004.55,1437.29,17.5996
853,1387.42,2004.76,1437.73,17.5993
854,1387.35,2004.6,1437.31,17.5997
855,1387.35,2004.59,1437.36,17.5997
856,1387.12,2004.6,1437.71,17.5996
857,1387.99,2004.58,1437.08,17.5995
858,1388.02,2004.73,1436.8,17.5995
859,1387.31,2004.64,1436.81,17.6001
860,1387.41,2004.59,1436.58,17.6002
861,1387,2004.6,1436.87,17.6003
862,1386.6,2004.58,1436.73,17.6006
863,1386.97,2004.65,1437.02,17.6001
864,1386.58,2004.64,1437.24,17.6003
865,1386.71,2004.61,1437.13,17.6003
866,1387.01,2004.75,1437.37,17.5998
867,1386.66,2004.9,1437.54,17.5998
868,1386.56,2004.78,1437.45,17.6001
869,1386.63,2004.62,1437.3,17.6002
870,1386.82,2004.55,1437.55,17.6
871,1387.42,2004.53,1437.57,17.5995
872,1387.57,2004.62,1437.38,17.5995
873,1386.95,2004.84,1437.16,17.5999
874,1387.02,2004.86,1437.08,17.5999
875,1387.07,2004.74,1437.22,17.5999
876,1386.79,2004.89,1437.41,17.5999
877,1386.54,2004.97,1437.65,17.5998
878,1386.44,2004.8,1437.26,17.6002
879,1386.55,2004.8,1437.27,17.6002
880,1386.56,2004.85,1437.24,17.6001
881,1386.88,2004.79,1436.91,17.6002
882,1386.87,2004.78,1437.12,17.6001
,,,,
统计信息,,,,
最大直径(mm),17.6025,,,
最小直径(mm),17.599,,,
是否全部合格,是,,,
标准直径(mm),17.6,,,
公差范围(mm),±0.05/0.07,,,
